t,xL,yL,thetaL,x1,y1,theta1,x2,y2,theta2,x3,y3,theta3
6.8,0.203879,0.824982,0.000275364,0.203788,1.22499,0.000394639,0.203942,0.42498,-4.95473e-05,-0.345322,0.0384745,-0.0250096
6.85,0.203889,0.824982,0.000301766,0.203788,1.22499,0.000381585,0.20392,0.424981,-3.05025e-05,-0.337858,0.038289,-0.0249452
6.9,0.203889,0.824982,0.000301766,0.203788,1.22499,0.000381585,0.20392,0.424981,-3.05025e-05,-0.337858,0.038289,-0.0249452
6.95,0.203899,0.824982,0.000328204,0.203802,1.22499,0.000369186,0.203907,0.424981,-1.25751e-05,-0.330381,0.0380957,-0.0249723
7,0.203899,0.824982,0.000328204,0.203802,1.22499,0.000369186,0.203907,0.424981,-1.25751e-05,-0.330381,0.0380957,-0.0249723
7.05,0.20389,0.824982,0.000355865,0.203785,1.22499,0.000377159,0.20391,0.424981,-2.05049e-05,-0.322892,0.0379045,-0.0249214
7.1,0.20389,0.824982,0.000355865,0.203785,1.22499,0.000377159,0.20391,0.424981,-2.05049e-05,-0.322892,0.0379045,-0.0249214
7.15,0.203893,0.824981,0.000385609,0.203778,1.22499,0.000384822,0.20393,0.424982,-5.40354e-05,-0.315392,0.0377105,-0.0249585
7.2,0.203908,0.824981,0.000413605,0.203786,1.22499,0.000392485,0.203922,0.424982,-4.71141e-05,-0.315392,0.0377105,-0.0249585
7.25,0.203908,0.824981,0.000413605,0.203786,1.22499,0.000392485,0.203922,0.424982,-4.71141e-05,-0.30788,0.0375177,-0.0249649
7.3,0.203904,0.824981,0.000439747,0.203789,1.22499,0.000430623,0.203914,0.424983,-7.71144e-05,-0.300407,0.0373261,-0.0249956
7.35,0.203904,0.824981,0.000439747,0.203789,1.22499,0.000430623,0.203914,0.424983,-7.71144e-05,-0.300407,0.0373261,-0.0249956
7.4,0.203901,0.824981,0.00047453,0.203777,1.225,0.000423154,0.203919,0.424983,-0.000101156,-0.292954,0.0371385,-0.0250264
7.45,0.203901,0.824981,0.00047453,0.203777,1.225,0.000423154,0.203919,0.424983,-0.000101156,-0.292954,0.0371385,-0.0250264
7.5,0.203911,0.82498,0.000510984,0.203779,1.225,0.000423753,0.203938,0.424984,-0.000124818,-0.285489,0.0369505,-0.0250714
7.55,0.203911,0.82498,0.000510984,0.203779,1.225,0.000423753,0.203938,0.424984,-0.000124818,-0.285489,0.0369505,-0.0250714
7.6,0.203926,0.82498,0.000540097,0.203792,1.225,0.00041998,0.203928,0.424985,-0.000114304,-0.278012,0.0367623,-0.0250924
7.65,0.203926,0.82498,0.000540097,0.203792,1.225,0.00041998,0.203928,0.424985,-0.000114304,-0.278012,0.0367623,-0.0250924
7.7,0.203914,0.82498,0.000571327,0.20377,1.225,0.000432284,0.203918,0.424985,-0.000138827,-0.270524,0.0365772,-0.0251146
7.75,0.203914,0.82498,0.000571327,0.20377,1.225,0.000432284,0.203918,0.424985,-0.000138827,-0.270524,0.0365772,-0.0251146
7.8,0.203914,0.82498,0.000605858,0.203764,1.225,0.000430511,0.20392,0.424986,-0.000154808,-0.263024,0.0363859,-0.0251418
7.85,0.203914,0.82498,0.000605858,0.203764,1.225,0.000430511,0.20392,0.424986,-0.000154808,-0.263024,0.0363859,-0.0251418
7.9,0.203926,0.824979,0.000642534,0.203773,1.225,0.000428124,0.203934,0.424986,-0.000155351,-0.255512,0.0361977,-0.0251627
7.95,0.203926,0.824979,0.000642534,0.203773,1.225,0.000428124,0.203934,0.424986,-0.000155351,-0.255512,0.0361977,-0.0251627
8,0.203934,0.824979,0.000668549,0.203792,1.225,0.000419098,0.203943,0.424985,-0.000143358,-0.248033,0.0360097,-0.0251188
8.05,0.203934,0.824979,0.000668549,0.203792,1.225,0.000419098,0.203943,0.424985,-0.000143358,-0.248033,0.0360097,-0.0251188
8.1,0.203924,0.824979,0.000703051,0.203773,1.225,0.000435725,0.203921,0.424986,-0.000129388,-0.24057,0.0358179,-0.0251213
8.15,0.203924,0.824979,0.000703051,0.203773,1.225,0.000435725,0.203921,0.424986,-0.000129388,-0.24057,0.0358179,-0.0251213
8.2,0.203925,0.824978,0.000738656,0.20377,1.225,0.000431264,0.203913,0.424986,-0.000148646,-0.233096,0.0356306,-0.0250352
8.25,0.203925,0.824978,0.000738656,0.20377,1.225,0.000431264,0.203913,0.424986,-0.000148646,-0.233096,0.0356306,-0.0250352
8.3,0.203939,0.824978,0.000774363,0.203782,1.225,0.000433805,0.203917,0.424986,-0.000160176,-0.225609,0.0354437,-0.024959
8.35,0.203939,0.824978,0.000774363,0.203782,1.225,0.000433805,0.203917,0.424986,-0.000160176,-0.225609,0.0354437,-0.024959
8.4,0.203948,0.824977,0.000796374,0.203776,1.225,0.000436901,0.203933,0.424986,-0.000155595,-0.21811,0.0352574,-0.0249221
8.45,0.203948,0.824977,0.000796374,0.203776,1.225,0.000436901,0.203933,0.424986,-0.000155595,-0.21811,0.0352574,-0.0249221
8.5,0.20394,0.824977,0.00083093,0.203771,1.225,0.000440905,0.203944,0.424985,-0.000127555,-0.210604,0.0350616,-0.0248501
8.55,0.20394,0.824977,0.00083093,0.203771,1.225,0.000440905,0.203944,0.424985,-0.000127555,-0.210604,0.0350616,-0.0248501
8.6,0.203945,0.824977,0.000866366,0.20378,1.225,0.000447783,0.203926,0.424984,-9.52768e-05,-0.203144,0.0348727,-0.0248341
8.65,0.203945,0.824977,0.000866366,0.20378,1.225,0.000447783,0.203926,0.424984,-9.52768e-05,-0.203144,0.0348727,-0.0248341
8.7,0.203961,0.824976,0.000902879,0.203777,1.225,0.000492899,0.203919,0.424985,-6.88215e-05,-0.195671,0.0346843,-0.0247769
8.75,0.203961,0.824976,0.000902879,0.203777,1.225,0.000492899,0.203919,0.424985,-6.88215e-05,-0.195671,0.0346843,-0.0247769
8.8,0.203961,0.824976,0.000902879,0.203777,1.225,0.000492899,0.203919,0.424985,-6.88215e-05,-0.195671,0.0346843,-0.0247769
8.85,0.203955,0.824976,0.00092554,0.203771,1.225,0.000497842,0.203926,0.424983,-2.91352e-05,-0.188186,0.0344965,-0.0247134
8.9,0.203955,0.824976,0.00092554,0.203771,1.225,0.000497842,0.203926,0.424983,-2.91352e-05,-0.188186,0.0344965,-0.0247134
8.95,0.203951,0.824976,0.000961336,0.203781,1.225,0.00050594,0.203947,0.424983,3.05703e-06,-0.180689,0.034314,-0.0246318
9,0.203951,0.824976,0.000961336,0.203781,1.225,0.00050594,0.203947,0.424983,3.05703e-06,-0.180689,0.034314,-0.0246318
9.05,0.203957,0.824975,0.000996057,0.203777,1.225,0.000551039,0.20392,0.424983,6.84052e-05,-0.173201,0.0341304,-0.0245265
9.1,0.203957,0.824975,0.000996057,0.203777,1.225,0.000551039,0.20392,0.424983,6.84052e-05,-0.173201,0.0341304,-0.0245265
9.15,0.203976,0.824975,0.00103088,0.203768,1.225,0.000570029,0.203903,0.424984,9.57897e-05,-0.165745,0.0339503,-0.0244855
9.2,0.203976,0.824975,0.00103088,0.203768,1.225,0.000570029,0.203903,0.424984,9.57897e-05,-0.165745,0.0339503,-0.0244855
9.25,0.203966,0.824975,0.0010545,0.203773,1.225,0.000587235,0.203897,0.424981,0.000151893,-0.158277,0.0337664,-0.024474
