t,xL,yL,thetaL,x1,y1,theta1,x2,y2,theta2,x3,y3,theta3
8.35,0.453681,0.824954,-0.00213129,0.248302,1.19678,-0.231283,0.247379,0.45277,0.217275,-0.393718,0.359545,0.796083
8.4,0.453675,0.824954,-0.00213175,0.248293,1.19679,-0.217816,0.247396,0.452768,0.204346,-0.388502,0.36487,0.796824
8.45,0.453675,0.824954,-0.00213175,0.248293,1.19679,-0.217816,0.247396,0.452768,0.204346,-0.388502,0.36487,0.796824
8.5,0.453683,0.824955,-0.00213492,0.248285,1.19679,-0.205785,0.24739,0.45276,0.19274,-0.383281,0.370219,0.797462
8.55,0.453683,0.824955,-0.00213492,0.248285,1.19679,-0.205785,0.24739,0.45276,0.19274,-0.383281,0.370219,0.797462
8.6,0.45369,0.824954,-0.00212145,0.24829,1.19679,-0.194476,0.247357,0.452748,0.181879,-0.37805,0.37557,0.798101
8.65,0.45369,0.824954,-0.00212145,0.24829,1.19679,-0.194476,0.247357,0.452748,0.181879,-0.37805,0.37557,0.798101
8.7,0.453676,0.824955,-0.00211731,0.248306,1.19679,-0.183824,0.247338,0.452742,0.171639,-0.372822,0.38094,0.798663
8.75,0.453676,0.824955,-0.00211731,0.248306,1.19679,-0.183824,0.247338,0.452742,0.171639,-0.372822,0.38094,0.798663
8.8,0.453675,0.824955,-0.00212843,0.248332,1.19679,-0.173789,0.247333,0.452738,0.161994,-0.367585,0.386319,0.799202
8.85,0.453675,0.824955,-0.00212843,0.248332,1.19679,-0.173789,0.247333,0.452738,0.161994,-0.367585,0.386319,0.799202
8.9,0.453687,0.824955,-0.0021413,0.248359,1.19679,-0.164369,0.24734,0.452736,0.152916,-0.362363,0.391686,0.799707
8.95,0.453687,0.824955,-0.0021413,0.248359,1.19679,-0.164369,0.24734,0.452736,0.152916,-0.362363,0.391686,0.799707
9,0.453687,0.824955,-0.0021413,0.248359,1.19679,-0.164369,0.24734,0.452736,0.152916,-0.362363,0.391686,0.799707
9.05,0.453684,0.824955,-0.00206661,0.24834,1.19679,-0.155479,0.247359,0.452737,0.144374,-0.357168,0.397032,0.800178
9.1,0.453684,0.824955,-0.00206661,0.24834,1.19679,-0.155479,0.247359,0.452737,0.144374,-0.357168,0.397032,0.800178
9.15,0.453678,0.824955,-0.00206388,0.248333,1.19679,-0.147081,0.247392,0.452739,0.136315,-0.351971,0.402387,0.80061
9.2,0.453678,0.824955,-0.00206388,0.248333,1.19679,-0.147081,0.247392,0.452739,0.136315,-0.351971,0.402387,0.80061
9.25,0.453685,0.824956,-0.00206668,0.248336,1.1968,-0.139161,0.247362,0.452733,0.128653,-0.34676,0.407748,0.801043
9.3,0.453685,0.824956,-0.00206668,0.248336,1.1968,-0.139161,0.247362,0.452733,0.128653,-0.34676,0.407748,0.801043
9.35,0.453687,0.824956,-0.00210767,0.24835,1.1968,-0.131702,0.247341,0.452729,0.121473,-0.341527,0.413143,0.801433
9.4,0.453687,0.824956,-0.00210767,0.24835,1.1968,-0.131702,0.247341,0.452729,0.121473,-0.341527,0.413143,0.801433
9.45,0.453675,0.824956,-0.00212197,0.248376,1.19679,-0.124655,0.247333,0.452726,0.11469,-0.336293,0.418544,0.801795
9.5,0.453675,0.824956,-0.00212197,0.248376,1.19679,-0.124655,0.247333,0.452726,0.11469,-0.336293,0.418544,0.801795
9.55,0.453678,0.824956,-0.00211327,0.248404,1.19679,-0.118013,0.247337,0.452725,0.108282,-0.331115,0.423892,0.802131
9.6,0.453678,0.824956,-0.00211327,0.248404,1.19679,-0.118013,0.247337,0.452725,0.108282,-0.331115,0.423892,0.802131
9.65,0.453692,0.824955,-0.00212288,0.248383,1.1968,-0.111724,0.247355,0.452725,0.102231,-0.331115,0.423892,0.802131
9.7,0.453692,0.824955,-0.00212288,0.248383,1.1968,-0.111724,0.247355,0.452725,0.102231,-0.325924,0.429258,0.802448
9.75,0.453692,0.824955,-0.00212288,0.248383,1.1968,-0.111724,0.247355,0.452725,0.102231,-0.325924,0.429258,0.802448
9.8,0.453679,0.824957,-0.00209414,0.248373,1.1968,-0.105774,0.247385,0.452727,0.0965139,-0.320731,0.434635,0.802737
9.85,0.453679,0.824957,-0.00209414,0.248373,1.1968,-0.105774,0.247385,0.452727,0.0965139,-0.320731,0.434635,0.802737
9.9,0.453675,0.824957,-0.00209478,0.248374,1.1968,-0.100151,0.247354,0.452723,0.0910647,-0.315533,0.440025,0.803005
9.95,0.453675,0.824957,-0.00209478,0.248374,1.1968,-0.100151,0.247354,0.452723,0.0910647,-0.315533,0.440025,0.803005
