t,xL,yL,thetaL,x1,y1,theta1,x2,y2,theta2,x3,y3,theta3
7.15,0.203798,0.824996,0.00468102,0.20402,1.22496,0.000926255,0.203431,0.424879,-0.00274221,-0.548567,0.310263,0.966968
7.2,0.203815,0.824995,0.00469606,0.204027,1.22496,0.000947644,0.203436,0.424878,-0.00278833,-0.545169,0.315196,0.967187
7.25,0.203815,0.824995,0.00469606,0.204027,1.22496,0.000947644,0.203436,0.424878,-0.00278833,-0.545169,0.315196,0.967187
7.3,0.20381,0.824995,0.0046868,0.204024,1.22496,0.000963156,0.203425,0.424878,-0.00282732,-0.541785,0.320103,0.967342
7.35,0.20381,0.824995,0.0046868,0.204024,1.22496,0.000963156,0.203425,0.424878,-0.00282732,-0.541785,0.320103,0.967342
7.4,0.203801,0.824994,0.0046992,0.204036,1.22495,0.00098243,0.20343,0.424877,-0.00286217,-0.538397,0.325021,0.96751
7.45,0.203801,0.824994,0.0046992,0.204036,1.22495,0.00098243,0.20343,0.424877,-0.00286217,-0.538397,0.325021,0.96751
7.5,0.203801,0.824994,0.0046992,0.204036,1.22495,0.00098243,0.20343,0.424877,-0.00286217,-0.538397,0.325021,0.96751
7.55,0.203805,0.824994,0.00470653,0.204033,1.22495,0.000993173,0.203419,0.424876,-0.00290605,-0.535006,0.329946,0.967662
7.6,0.203805,0.824994,0.00470653,0.204033,1.22495,0.000993173,0.203419,0.424876,-0.00290605,-0.535006,0.329946,0.967662
7.65,0.203825,0.824993,0.00471471,0.204042,1.22495,0.00101207,0.20342,0.424875,-0.00294015,-0.531608,0.334878,0.967795
7.7,0.203825,0.824993,0.00471471,0.204042,1.22495,0.00101207,0.20342,0.424875,-0.00294015,-0.531608,0.334878,0.967795
7.75,0.203812,0.824994,0.00469311,0.204043,1.22495,0.00102777,0.203415,0.424874,-0.00299539,-0.528206,0.339819,0.967908
7.8,0.203812,0.824994,0.00469311,0.204043,1.22495,0.00102777,0.203415,0.424874,-0.00299539,-0.528206,0.339819,0.967908
7.85,0.203806,0.824993,0.00470562,0.204046,1.22495,0.00104111,0.203411,0.424873,-0.00303258,-0.524799,0.344762,0.96797
7.9,0.203806,0.824993,0.00470562,0.204046,1.22495,0.00104111,0.203411,0.424873,-0.00303258,-0.524799,0.344762,0.96797
7.95,0.203815,0.824993,0.00471822,0.204053,1.22495,0.00105705,0.203416,0.424873,-0.00308482,-0.52139,0.349715,0.968078
8,0.203815,0.824993,0.00471822,0.204053,1.22495,0.00105705,0.203416,0.424873,-0.00308482,-0.52139,0.349715,0.968078
8.05,0.203815,0.824993,0.00471822,0.204053,1.22495,0.00105705,0.203416,0.424873,-0.00308482,-0.52139,0.349715,0.968078
8.1,0.203827,0.824992,0.00470498,0.204051,1.22495,0.00106871,0.203407,0.424872,-0.0031222,-0.518018,0.354616,0.968181
8.15,0.203827,0.824992,0.00470498,0.204051,1.22495,0.00106871,0.203407,0.424872,-0.0031222,-0.518018,0.354616,0.968181
8.2,0.203812,0.824992,0.00470694,0.20406,1.22495,0.00108451,0.203414,0.424872,-0.00312118,-0.514639,0.359527,0.968255
8.25,0.203812,0.824992,0.00470694,0.20406,1.22495,0.00108451,0.203414,0.424872,-0.00312118,-0.514639,0.359527,0.968255
8.3,0.203812,0.824992,0.00471604,0.204057,1.22495,0.00109318,0.203406,0.424871,-0.00312966,-0.511252,0.364448,0.968297
8.35,0.203812,0.824992,0.00471604,0.204057,1.22495,0.00109318,0.203406,0.424871,-0.00312966,-0.511252,0.364448,0.968297
8.4,0.203827,0.824992,0.00471427,0.204067,1.22495,0.00110452,0.203408,0.424871,-0.00312949,-0.507841,0.369411,0.968381
8.45,0.203827,0.824992,0.00471427,0.204067,1.22495,0.00110452,0.203408,0.424871,-0.00312949,-0.507841,0.369411,0.968381
8.5,0.203827,0.824992,0.00471427,0.204067,1.22495,0.00110452,0.203408,0.424871,-0.00312949,-0.507841,0.369411,0.968381
8.55,0.203819,0.824993,0.00470353,0.204064,1.22495,0.00111059,0.203411,0.424872,-0.00312435,-0.504434,0.37436,0.968397
8.6,0.203819,0.824993,0.00470353,0.204064,1.22495,0.00111059,0.203411,0.424872,-0.00312435,-0.504434,0.37436,0.968397
8.65,0.203822,0.824993,0.00470292,0.204073,1.22495,0.00111995,0.203405,0.424872,-0.00312445,-0.501057,0.379272,0.968447
8.7,0.203822,0.824993,0.00470292,0.204073,1.22495,0.00111995,0.203405,0.424872,-0.00312445,-0.501057,0.379272,0.968447
8.75,0.203818,0.824993,0.00471037,0.204068,1.22495,0.00113188,0.203414,0.424872,-0.00312536,-0.497675,0.384189,0.968478
8.8,0.203818,0.824993,0.00471037,0.204068,1.22495,0.00113188,0.203414,0.424872,-0.00312536,-0.497675,0.384189,0.968478
8.85,0.203809,0.824993,0.00470076,0.204075,1.22495,0.00114587,0.203405,0.424871,-0.0031346,-0.494292,0.389115,0.968546
8.9,0.203809,0.824993,0.00470076,0.204075,1.22495,0.00114587,0.203405,0.424871,-0.0031346,-0.494292,0.389115,0.968546
8.95,0.203809,0.824993,0.00470076,0.204075,1.22495,0.00114587,0.203405,0.424871,-0.0031346,-0.494292,0.389115,0.968546
9,0.203814,0.824993,0.00469429,0.20408,1.22495,0.00115996,0.203406,0.424871,-0.0031342,-0.490904,0.394046,0.968577
9.05,0.203814,0.824993,0.00469429,0.20408,1.22495,0.00115996,0.203406,0.424871,-0.0031342,-0.490904,0.394046,0.968577
9.1,0.203826,0.824993,0.004692,0.204083,1.22495,0.00117335,0.20341,0.424872,-0.00312884,-0.487511,0.398987,0.968629
9.15,0.203826,0.824993,0.004692,0.204083,1.22495,0.00117335,0.20341,0.424872,-0.00312884,-0.487511,0.398987,0.968629
9.2,0.203813,0.824993,0.00469081,0.204085,1.22495,0.00118323,0.203407,0.424872,-0.00312838,-0.484114,0.403933,0.968675
9.25,0.203813,0.824993,0.00469081,0.204085,1.22495,0.00118323,0.203407,0.424872,-0.00312838,-0.484114,0.403933,0.968675
9.3,0.203816,0.824994,0.00468674,0.204086,1.22495,0.00119689,0.203411,0.424871,-0.00313711,-0.480712,0.408893,0.968759
9.35,0.203816,0.824994,0.00468674,0.204086,1.22495,0.00119689,0.203411,0.424871,-0.00313711,-0.480712,0.408893,0.968759
9.4,0.203825,0.824994,0.00468698,0.204097,1.22495,0.0012071,0.203407,0.424871,-0.00313883,-0.477338,0.413811,0.96883
9.45,0.203825,0.824994,0.00468698,0.204097,1.22495,0.0012071,0.203407,0.424871,-0.00313883,-0.477338,0.413811,0.96883
9.5,0.203825,0.824994,0.00468698,0.204097,1.22495,0.0012071,0.203407,0.424871,-0.00313883,-0.477338,0.413811,0.96883
9.55,0.203814,0.824994,0.0046893,0.204094,1.22495,0.00121955,0.203412,0.424871,-0.00313363,-0.473955,0.418733,0.968845
9.6,0.203814,0.824994,0.0046893,0.204094,1.22495,0.00121955,0.203412,0.424871,-0.00313363,-0.473955,0.418733,0.968845
9.65,0.203817,0.824994,0.00468581,0.204105,1.22495,0.00123439,0.203404,0.424871,-0.00313402,-0.470567,0.423666,0.968871
9.7,0.203817,0.824994,0.00468581,0.204105,1.22495,0.00123439,0.203404,0.424871,-0.00313402,-0.470567,0.423666,0.968871
9.75,0.203822,0.824994,0.00469002,0.204101,1.22495,0.00124406,0.203411,0.424871,-0.0031347,-0.467174,0.428606,0.968894
9.8,0.203822,0.824994,0.00469002,0.204101,1.22495,0.00124406,0.203411,0.424871,-0.0031347,-0.467174,0.428606,0.968894
9.85,0.203822,0.824994,0.00469002,0.204101,1.22495,0.00124406,0.203411,0.424871,-0.0031347,-0.467174,0.428606,0.968894
9.9,0.203809,0.824994,0.004686,0.20411,1.22495,0.00125897,0.203406,0.424871,-0.00313549,-0.463773,0.433557,0.968922
